,title,video_id,video_date,video_view,video_like
1147,[던파OST] Iris Song (Piano),WCRQBSn72SI,2013-08-08T02:13:45Z,59118,192
1148,[던파OST] Great Beginning (Piano),iEpQFPWrgxU,2013-08-08T02:13:15Z,53634,138
1149,격투가(여) 2차 각성 얼티밋디바,uLcSjSUKmIs,2013-08-07T05:21:51Z,69256,29
1150,격투가(여) 2차 각성 용독문주,Xi6Qwx1tJaE,2013-08-07T05:19:27Z,110289,48
1151,격투가(여) 2차 각성 카이저,-P0MZQctpF0,2013-08-07T05:12:16Z,74240,38
1152,격투가(여) 2차 각성 염제 폐월수화,AZR7T4DzcMw,2013-08-07T05:07:52Z,140672,56
1153,Act 4. 초월의 권 프로모션 영상,271V8mqsD0s,2013-08-02T05:01:18Z,145230,139
1154,[2013. 8. 10 던파마라톤] 던파 사상 최대 규모 업데이트 최초공개!,5z9U2pex_DI,2013-07-31T07:57:39Z,138184,11
1155,2013 던파마라톤: 나이트워킹 티징 영상,H_C9wefkH9M,2013-07-25T01:45:12Z,41106,14
1156,New Balance 3,O-KqxOECe1A,2013-07-16T09:06:23Z,6026,10
1157,New Balance 2,rAllEvOphLs,2013-06-19T05:48:59Z,8979,14
1158,NEWBALANCE UPDATE,n_NwtKjD_Ns,2013-05-22T08:19:58Z,19843,28
1159,마감임박! 던파 장미칼 패키지 3탄,wYrp9dnX2MQ,2013-05-07T03:35:51Z,9352,19
1160,파격 추가 구성! 던파 장미칼 패키지 2탄!,SDKNMhDwl9Q,2013-04-25T09:46:28Z,68981,67
1161,던파 5대 명검! 장미칼 패키지 1탄,Ll0VIvDwe3w,2013-04-23T08:00:29Z,405895,411
1162,액션! 알랑가몰라♬ 던전앤파이터,LB6CWwnKKW0,2013-04-19T05:14:30Z,5164,21
1163,[던파] 마을침공 스페셜: 위장자침공,KXdhmz_BYSc,2013-03-27T09:00:10Z,19407,17
1164,시즌 3. 스페셜업데이트 시간의 문 WARP,wZUrbGcP3OE,2013-03-08T06:34:08Z,8296,7
1165,퍼스트서버 코레조 디펜스 플레이영상,B-Ty0UzLH3M,2013-02-20T07:01:44Z,16049,7
1166,시즌 3 Act 3. 액션의 神 #2,ehNsUGaYOPw,2013-01-31T01:19:44Z,134939,136
1167,버서커 2차 각성 블러드 이블 플레이 영상,aDmaxXseMSQ,2013-01-31T01:19:35Z,94449,43
1168,아수라 2차각성 인다라천 플레이 영상,zfgdCJfhbMM,2013-01-31T01:19:25Z,74513,40
1169,"[던파] 인다라천 2차 각성 스킬 : 뇌신의 기운(지열, 부동 적용)",bQENKZJ8uQw,2013-01-23T01:11:03Z,121562,3
1170,[던파] 블러드 이블 2차 각성 스킬 : 레드로제,B6WZUzSS1Y8,2013-01-23T01:11:03Z,174707,13
1171,[던파] 블러드 이블 2차 각성 스킬 : 블러드 리븐,QVA-s7dwZyY,2013-01-23T01:11:03Z,176698,23
1172,[던파] 블러드 이블 2차 각성 스킬 : 블러드 붐,QNtcxybUhg0,2013-01-23T01:11:03Z,145948,10
1173,[던파] 인다라천 2차 각성 스킬 : 천뇌 바주라,n8WM8ImW3dg,2013-01-23T01:11:03Z,157050,4
1174,[던파] 인다라천 2차 각성 스킬 - 파동검 : 인다라망,rbvzPyUCF-M,2013-01-23T01:11:03Z,209679,13
1175,[던파] 인다라천 2차 각성 스킬 : 뇌신,HykjQ2n-UZE,2013-01-23T01:11:03Z,166359,17
1176,웨펀마스터의 2차 각성 검신,enkcU07lX2s,2013-01-16T05:35:08Z,90234,52
1177,소울브링어의 2차 각성 다크로드,5EwxjG8xntE,2013-01-16T05:29:14Z,91100,50
1178,Act 3. 액션의 神,FXaGyVF5SSw,2013-01-16T05:25:29Z,139118,130
1179,121231 DnF act2외전 로그in,z8l03XFML-A,2013-01-02T06:11:15Z,16455,7
1180,[겨울방학] 여귀검사 스토리 애니메이션 공개!,yT2bcnfspfs,2012-12-18T10:28:58Z,7804,16
1181,[겨울방학] 여귀검사 스토리 애니메이션 공개!,PTv_9P9FgMk,2012-11-18T10:12:03Z,19993,25
1182,[겨울방학] 여귀검사 전직 데몬 슬레이어!,j6X1BAm01Zo,2012-11-18T10:11:53Z,47807,24
1183,[겨울방학] 여귀검사 데몬 슬레이어 각성 검마 공개!,n2Y6ci1X4OM,2012-11-18T10:11:43Z,60916,17
1184,[겨울방학] 여귀검사 전직 소드마스터 공개!,K_rKQxskCC4,2012-11-18T10:11:27Z,48995,30
1185,[겨울방학] 여귀검사 소드마스터 각성 노블레스!,-ifOBiDHG8Y,2012-11-18T10:10:48Z,70439,25
1186,[이벤트] 좀비 바이러스 영상 공개!,993cZBbHp4M,2012-10-11T06:07:33Z,52188,25
1187,[이벤트] 트윈 레이드 공개 영상!,zlX36gRQcFE,2012-09-20T03:01:01Z,34938,20
1188,[시즌3 Act1. 이튼 공업 지대] 업데이트 동영상 공개!,116ozSONBK4,2012-08-29T05:58:07Z,25244,60
1189,[시즌3 외전.시간의 퍼밀리어] 업데이트 동영상 공개!,Lua2QIGGw5o,2012-08-14T07:38:25Z,34093,34
1190,[시즌3 외전.시간의 검사] 업데이트 동영상 공개!,vZSu9dZs1rY,2012-08-01T04:57:40Z,21166,30
1191,[여름방학] 외전캐릭터 시네마틱 영상 공개!,22le7iua1JA,2012-08-01T04:57:29Z,17348,35
1192,[시즌3.시간의 문] 업데이트 동영상 공개!,qJSziiOYdzk,2012-07-17T02:19:41Z,23104,50
1193,[여름방학] 기자간담회 현장 영상!,caRaiZ2TXpw,2012-06-22T09:10:17Z,27147,24
1194,[여름방학] 시간의 문 스토리 시네마틱 영상!,_p7bmvhx8I0,2012-06-22T09:08:37Z,24125,68
1195,[업데이트] 2012년 여름방학 업데이트 최초 공개!,bubhfGUqkfo,2012-06-22T05:20:36Z,6825,31
1196,[시즌2 Act10 외전.협공(協攻)] 업데이트 동영상 공개!,cq7-v0MnX8Q,2012-05-11T08:25:06Z,21238,13
1197,[시즌2 Act10.불사(不死)] 남마법사 애니메이션 풀 버전 공개!,B9sAEjhdiaM,2011-12-09T02:14:14Z,61426,114
1198,[시즌2 Act10.불사(不死)] 남마법사 업데이트 영상공개!,pyoyolStM5M,2011-12-02T02:58:30Z,18276,27
1199,[신규캐릭터] 남마법사 전직 빙결사 플레이 영상,bqcB_CjdR8o,2011-11-29T06:38:45Z,8486,22
1200,[신규캐릭터] 남마법사 전직 엘레멘탈 바머 플레이 영상,jitx7Sy2iZ8,2011-11-29T06:32:01Z,17093,25
1201,[티저공개] 겨울방학 업데이트 최초 공개 영상!,QWeh6UN0JiM,2011-11-29T06:20:12Z,4142,18
1202,[6주년] 던파의 여섯살을 축하하는 기념 영상!,NYdcHqkspJ8,2011-08-11T02:08:26Z,172359,1255
1203,[변신:變身] 2010년 여름 변신 이벤트 광고 영상,oFsUExobuZI,2011-07-09T09:29:24Z,4572,11
1204,[남격투가티저] 열혈남아 남격투가 티저 동영상,U8GyI4R48XQ,2011-07-09T09:27:23Z,4703,8
1205,[시즌2 act7. 열.혈.본.능] 남격투가 업데이트 영상,HLxhXrqRYng,2011-07-09T09:22:17Z,5543,8
1206,[시즌2 act8] 남격투가VS바칼 애니메이션,DbBBleb34MU,2011-07-09T09:19:24Z,169268,459
1207,[시즌2 act9] 한판 붙자! 업데이트 영상,dXLXVP0cNNw,2011-07-09T09:16:55Z,2124,6
1208,[던파혁신] TV 광고 영상,5oGvnbe5eoA,2011-07-09T09:02:20Z,5824,22
1209,[던파혁신] 업데이트 설명 영상,s2In2zqFOCA,2011-07-09T05:21:59Z,19380,48
1210,[던파혁신] 어벤저 플레이 영상,sVLJ5FjA6Gc,2011-07-09T05:16:34Z,23448,44
1211,[던파혁신] 절망의탑 플레이 영상,fftrF5NyeqM,2011-07-09T05:16:28Z,14914,16
1212,[던파혁신] 어벤저 애니메이션,0JqLoHoW_Qk,2011-07-09T05:11:09Z,121893,227
